key	type	author	title	extra	year	fragments	comment	link
zapachKosmosu	Book	Ginny Nawrocka	Cierpki zapach kosmosu	w: „Tęczowe i fantastyczne”	2020	Ja, Gosia, Ewa i Jacek. Gosia była najmłodsza... Jest najmłodsza. Jacek jest z tego samego roku, co ja, ale onu urodziłu się na początku, a ja pod koniec. A Ewa jest pięć lat starszy ode mnie.	oprócz tego także postaci niebinarne używające męskich i żeńskich form
niepelnia	Book	Anna Kańtoch	Niepełnia		2917	Ale Sło­neczko oczy­wi­ście chciało, i to bar­dzo. Chciało i bało się jed­no­cze­śnie, ponie­waż wie­rzyło matce. Świat na zewnątrz był piękny, ale też okrutny – zwłasz­cza dla takich jak ono. Bo Sło­neczko, choć nikt ni­gdy nie powie­dział mu tego wyraź­nie, wie­działo, że różni się od zwy­czaj­nych dzieci, a ludzie nie lubią tego, co inne.
dozywocie	Book	Marta Kisiel	Dożywocie		2010	Starało się zrobić wrażenie bardzo zasmuconego i stanowczego jednocześnie, aczkolwiek nie wzięło pod uwagę faktu, że wygląd trochę wchodzi mu w paradę. Owszem, peleryna świetnie maskowała skrzydła, ale poza tym była zdecydowanie zbyt wielka na jedno małe Licho.
lichoNiebozatko	Book	Marta Kisiel	Małe Licho i tajemnica Niebożątka		2018
lichoAniol	Book	Marta Kisiel	Małe Licho i anioł z kamienia		2019
siewca	Book	Maja Lidia Kossakowska	Siewca wiatru		2004
maska	Book	Stanisław Lem	Maska	w zbiorze „Maska”	1976
ekonomiaNiesam	Book	Anna Łagan	Ekonomia to dolina niesamowitości	w: „Skafander i melonik”	2018	– Oczywiście – zgodziło się Manu. – Właśnie przeprowadziłom analizę skutków obniżenia moich cen i mimo że widzę wiele niedogodności i nieprzyjemnych konsekwencji, rozumiem, że jak p. powiedział, jest to na ten moment najlepsze rozwiązanie problemu. Zgadzam się na zmianę umowy i obniżenie kosztów… Oto cena, którą p. proponuję.'
rzekaBogow	Book	Ian McDonald	Rzeka bogów	tłumaczenie: Wojciech Próchniewicz	2010	Poznali się, ślub, sześć miesięcy później - ja. I zanim zapytasz: nie. Byłom jedynakiem. Moi rodzice byli atrakcją na Chowpatty Beatch. Brali mnie na wszystkie imprezy, byłom prawdziwą ozdobą.
doBlyskPod	Book	Ada Palmer	Do błyskawicy podobne	tłumaczenie: Michał Jakuszewski	2019
siedemKapit	Book	Ada Palmer	Siedem kapitulacji	tłumaczenie: Michał Jakuszewski	2019
listopadBez	Book	Joanna Krystyna Radosz	Listopad bez snów	w: „Tęczowe i fantastyczne”	2020	Gdy je otwieram, rozlega się zgrzyt zamka w drzwiach, przedpokój zalewa fala światła, a z głębi mieszkania dobiega lekko bełkotliwy głos Mady:|– ...a ja byłom jak: kupiliśmy trzyosobowy materac, a ty gardzisz!
ofiara	Book	Aleksandra Stanisz	Ofiara	w: „Umieranie to parszywa robota”	2019
uratowacKotka	Book	A. Szydlik	Jak uratować kotka z nawiedzonego domu	w: „Tęczowe i fantastyczne”	2020	Znalazłom ten portfel na przystanku, wciśnięty między krzesełka. Podniosłom go, trochę bezmyślnie, trochę dla zabicia czasu. Autobus miał przyjechać za kwadrans. Mogłom co prawda iść piechota ̨, ale było ciemno, zimno i lało, a ja byłom bardzo zmęczone. Usiadłom więc na plastikowym krzesełku i otworzyłom portfel.
loe	Article	Rozmowa Ewy Tomaszewicz z Loë Fjorsigviss i Magdaleną Stonawską	Tęcza w fandomie	w: „Replika” #83	2020	<em>[Loë Fjorsigviss]</em> Od kiedy pamiętam, uwierało mnie mówienie o sobie jako o dziewczynie czy kobiecie. Nie utożsamiałum się z tym. Zorientowałum się, że mogę nie być kobietą, nie ze względu na dysforię płciową, tylko ze względu na euforię. Kiedy dopuściłum do siebie myśl, że są inne opcje, zaczęłum esksperymentować i poprosiłum parę znajomych osób, żeby spróbowały tak się do mnie zwracać. Gdy zaczęły tak do mnie mówić, poczułum ogromną ulgę. Kiedy mówię o sobie, ta inna forma przychodzi mi z trudem, ciągle samu mam z nią problem, ale to uczucie, kiedy inni mówią o mnie w ten sposób, powiedziało mi, że to może być faktycznie dobry kierunek, że nie jestem dziewczyną ani chłopakiem, ale kimś poza tym. I to było naprawdę wspaniałe i wyzwalające uczucie.		https://replika-online.pl/spis-tresci-83/
smoczeDzieko	Book	Artur Nowrot	Smocze dziecko	w: „Tęczowe i fantastyczne”	2020	Yare robiłu jednak, co w jenu mocy, by zadowolić rodziców i starszyznę, wykonywać bez zwłoki polecenia, nie zaniedbywać obowiązków i za bardzo nie narzekać.	przymiotniki w formie nijakiej
interwencja	Book	Kelly Robson	Interwencja	"w: „Nowa Fantastyka” 5/2020; tłumaczenie: Paweł Dembowski"	2020	Émeraude odpięłu się i pokazału palec lekarce. Przełączału się między dwoma trybami – wszystko albo nic. Kilka miesięcy temu doznału kontuzji, naciągając mocno ścięgno zginacza.
skrzydla	Book	Karolina Fedyk	Skrzydła		2019
obcaByla	Book	Weronika Mamuna	Obca, która była	w: „Tęczowe i fantastyczne”	2020
cyborgizacja	Book	Agnieszka Żak	Dorastanie w czasach cyborgizacji	w: „Tęczowe i fantastyczne”	2020
angielskieImie	Book	R.S. Benedict	Moje angielskie imię	w: „Nowa Fantastyka” 3/2019	2019
stanWyczerpania	Book	Greg Egan	Stan wyczerpania	tłum. Paweł Wieczorek	2003	Kuwale było tylko pół pokolenia młodsze ode mnie i prawdopodobnie mieliśmy wiele podobnych poglądów na świat, vono jednak nieco ekstremalniej wierzyło we wszystko to, w co wierzyliśmy my. Nauka i technologia zdawały się dawać vu wszystko, czego chciało.@Zapiszczał vego notepad. Kuwale stanęło, wyjęło aparat z kieszeni i przez kilka sekund patrzyło w ekran. Potem przeszło kilkanaście metrów na południe.
diaspora	Book	Greg Egan	Diaspora	tłumaczenie: Michał Jakuszewski	2015	Yatima przyjrzało się otaczającym polis gwiazdom. Wszystkie emitowały światło o widmie przesuniętym w wyniku efektu Dopplera, tworząc na niebie nieruchome koncentryczne fale koloru - od ekspansji po konwergencję. Ve zastanawiało się, jak powinni się zachować, gdy wreszcie dościgną uciekających.	rodzaj nijaki z neozaimkami ve/vir
mlotThora	Book	Rick Riordan	Młot Thora		2016		postać genderfluid o zmiennych zaimkach
statekUmarlych	Book	Rick Riordan	Statek umarłych		2017		postać genderfluid o zmiennych zaimkach
zwierciadlo	Book	Marta Magdalena Lasik	Zwierciadło w dziurce od klucza	w: „Skafander i melonik”	2018
